store,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,meals,open,hoursopen,pricesoda,pricefry,priceentree,nregisters,nregisters11,time
183,2,0,1,0,0,1,0,0,0,0,12,4,4,5,20,0,3,11,11,1,1,3,4,3,0
185,2,0,1,0,1,0,0,0,1,0,2,9,3,5,13,0,2,11,11,1,1,3,4,4,0
186,3,0,1,0,0,1,0,0,0,3,10,20,4,5,26,0,2,6,16,1,1,1,5,3,0
189,3,0,1,0,0,1,0,0,0,0,4,15,3,5,39,0,2,7,15,1,1,1,4,2,0
192,4,0,1,0,0,1,0,0,0,2,20,10,4,5,26,0,2,10,12,1,1,1,2,2,0
193,4,0,1,0,0,1,0,0,1,3,1,13,3,5,13,0,2,10,11,1,1,1,2,1,0
195,4,0,1,0,0,1,0,0,1,3,0,30,3,4,26,.,2,11,12,1,1,1,2,2,0
198,1,0,1,0,0,1,0,0,0,0,.,.,4,4,4,0,3,7,16,1,1,1,3,3,0
199,2,0,1,0,0,1,0,0,0,0,0,12,3,4,.,0,1,11,10,1,1,2,4,3,0
200,1,0,1,0,0,1,0,0,0,0,0,60,3,4,9,0,2,6,18,1,1,1,4,3,0
201,1,0,1,0,0,1,0,0,0,0,0,33,3,5,26,0,2,7,17,1,1,1,3,3,0
202,1,0,1,0,0,1,0,0,0,2,30,14,4,4,4,0,2,6,19,1,1,1,3,3,0
203,1,0,1,0,0,1,0,0,0,2,9,12,2,4,26,0,2,7,17,1,1,1,3,3,0
204,1,0,1,0,0,1,0,0,0,0,10,9,4,4,13,0,2,7,18,1,1,1,3,3,0
207,2,1,1,0,0,1,0,0,0,0,8,10,4,5,8,0,1,11,12,1,1,2,4,2,0
208,3,1,1,0,0,1,0,0,0,1,12,32,4,5,26,0,2,6,17,1,1,1,4,4,0
209,3,1,1,0,0,1,0,0,0,0,4,36,4,4,26,0,2,6,18,1,1,1,5,5,0
210,4,1,1,0,0,1,0,0,0,3,0,19,2,5,13,0,2,11,12,1,1,1,4,2,0
211,1,0,1,1,0,0,0,0,0,2,3,28,4,5,13,.,2,7,15,1,1,1,3,3,0
212,1,0,1,1,0,0,0,0,0,0,11,18,3,5,13,0,1,7,16,1,1,1,3,2,0
213,1,1,1,1,0,0,0,0,0,1,5,20,4,5,4,0,2,7,18,1,1,1,4,3,0
214,1,0,1,1,0,0,0,0,0,0,2,30,3,5,7,0,2,7,16,1,1,1,2,2,0
215,1,0,1,1,0,0,0,0,0,0,10,10,3,5,13,0,2,7,16,1,1,1,3,3,0
216,2,0,1,1,0,0,0,0,0,0,2,11,3,4,13,0,1,11,11,1,1,3,4,3,0
217,2,1,1,1,0,0,0,0,0,0,2,13,2,4,13,0,1,11,10,1,1,2,4,3,0
218,2,1,1,1,0,0,0,0,0,0,7,4,2,4,26,0,1,11,10,1,1,2,3,2,0
219,2,1,1,1,0,0,0,0,0,0,3,9,3,4,19,0,2,11,10,1,1,2,4,3,0
220,2,0,1,1,0,0,0,0,0,4,3,15,2,4,13,0,2,11,10,1,1,3,5,3,0
221,2,0,1,1,0,0,0,0,0,0,1,28,3,5,13,0,1,11,11,1,1,3,4,3,0
222,3,1,1,1,0,0,0,0,0,3,2,24,3,4,13,0,2,9,13,1,1,1,3,1,0
223,3,1,1,1,0,0,0,0,0,2,3,18,3,5,13,0,2,6,16,.,.,.,3,2,0
225,3,1,1,1,0,0,0,0,0,0,3,27,3,5,13,0,2,6,17,1,1,1,6,3,0
226,4,0,1,1,0,0,0,0,0,0,0,22,2,4,13,0,1,11,12,1,1,1,2,2,0
228,4,0,1,1,0,0,0,0,0,0,3,29,3,5,13,0,3,11,13,1,1,1,2,2,0
229,1,0,1,0,0,1,0,0,0,2,3,40,3,5,26,0,2,9,14,1,1,1,5,4,0
230,1,0,1,0,0,1,0,0,0,0,0,25,3,4,26,0,1,7,17,1,1,1,3,2,0
232,1,0,1,0,0,1,0,0,0,3,18,6,3,5,26,0,3,7,16,1,1,1,3,3,0
233,1,0,1,0,0,1,0,0,0,0,19,7,3,5,13,0,2,7,16,1,1,1,2,2,0
235,1,0,1,0,0,1,0,0,0,2,5,17,1,4,26,0,2,7,16,1,1,1,3,2,0
237,1,0,1,0,0,1,0,0,0,2,12,11,4,4,13,0,2,7,16,1,1,1,2,2,0
238,2,1,1,0,0,1,0,0,0,2,0,22,3,5,9,0,1,11,12,1,1,2,5,3,0
239,2,0,1,0,0,1,0,0,0,1,15,4,3,4,13,0,1,11,14,1,1,3,5,3,0
243,3,1,1,0,0,1,0,0,0,0,7,25,3,5,8,0,2,6,17,1,1,1,6,3,0
244,3,1,1,0,0,1,0,0,0,3,12,30,3,4,4,0,2,6,18,1,1,1,4,3,0
247,4,0,1,0,0,1,0,0,0,3,0,40,4,5,13,0,2,11,16,1,1,1,2,2,0
248,4,0,1,0,0,1,0,0,0,2,8,16,6,5,13,0,2,10,16,1,1,1,2,2,0
249,1,0,1,1,0,0,0,0,1,1,6,6,4,4,4,0,1,7,15,1,1,1,3,2,0
250,2,1,1,1,0,0,0,0,1,2,1,4,2,5,13,0,1,11,10,1,.,.,4,1,0
253,3,1,1,1,0,0,0,0,0,0,7,7,3,5,52,.,2,7,13,1,1,2,2,2,0
257,1,0,1,1,0,0,0,0,1,2,20,10,3,4,39,0,2,7,16,1,1,1,2,2,0
258,1,0,1,1,0,0,0,0,0,0,4,22,3,4,8,0,2,7,16,1,1,1,3,3,0
260,1,1,1,1,0,0,0,0,0,2,10,20,4,4,4,0,2,7,16,1,1,1,4,2,0
262,1,0,1,1,0,0,0,0,0,0,7,13,3,4,13,0,2,7,17,1,1,1,4,4,0
264,1,0,1,1,0,0,0,0,0,5,0,10,2,4,13,0,3,7,15,1,1,1,2,2,0
265,1,0,1,1,0,0,0,0,0,3,0,20,1,4,26,0,2,7,16,1,1,1,3,3,0
267,1,0,1,1,0,0,0,0,0,0,7,20,3,4,26,0,2,7,16,1,1,1,3,2,0
269,2,1,1,1,0,0,0,0,0,0,2,10,3,4,13,0,2,11,10,1,1,2,4,3,0
273,2,1,1,1,0,0,0,0,0,0,2,14,4,5,13,0,1,11,10,1,1,2,4,3,0
275,2,1,1,1,0,0,0,0,0,0,4,4,4,4,9,0,2,11,11,1,1,2,4,3,0
277,2,1,1,1,0,0,0,0,0,0,2,15,3,4,9,0,3,11,10,1,1,2,3,3,0
278,2,1,1,1,0,0,0,0,0,0,3,4,3,4,3,0,2,11,10,1,1,2,4,3,0
282,3,1,1,1,0,0,0,0,0,2,2,14,3,4,13,0,2,6,16,1,1,1,4,3,0
284,3,1,1,1,0,0,0,0,0,1,5,23,4,5,13,0,2,6,16,1,1,1,5,4,0
285,3,1,1,1,0,0,0,0,0,1,3,25,3,5,4,0,2,6,16,1,1,1,4,2,0
286,3,1,1,1,0,0,0,0,0,4,1,15,3,5,13,0,2,10,12,1,.,1,2,1,0
287,3,1,1,1,0,0,0,0,0,2,3,18,3,5,13,0,2,6,16,1,1,1,5,3,0
288,3,1,1,1,0,0,0,0,0,3,0,20,3,5,.,0,2,6,16,1,1,1,6,4,0
289,3,1,1,1,0,0,0,0,0,2,2,12,2,4,13,0,2,6,16,1,1,1,5,3,0
290,4,0,1,1,0,0,0,0,0,1,8,12,3,5,26,0,3,11,13,1,1,1,2,2,0
291,4,0,1,1,0,0,0,0,0,0,4,20,3,5,16,0,1,11,12,1,1,1,2,2,0
292,4,0,1,1,0,0,0,0,1,2,10,15,3,5,26,0,1,7,16,1,1,1,2,1,0
295,1,0,1,0,0,1,0,0,0,3,8,9,3,5,26,0,2,7,17,1,1,1,3,3,0
297,1,1,1,0,0,1,0,0,0,1,9,15,3,4,13,0,2,7,16,1,1,1,3,3,0
303,3,1,1,0,0,1,0,0,0,0,10,35,3,4,26,0,2,6,17,1,1,1,6,5,0
304,3,0,1,0,0,1,0,0,0,3,10,20,3,5,26,0,2,6,17,1,1,2,5,3,0
305,3,1,1,0,0,1,0,0,0,2,0,20,3,4,.,.,2,6,17,1,1,1,5,4,0
307,3,1,1,0,0,1,0,0,0,0,18,18,4,4,15,1,2,6,18,1,1,1,5,5,0
310,4,0,1,0,0,1,0,0,0,2,0,28,4,4,13,0,2,11,12,1,1,2,2,1,0
312,1,0,1,1,0,0,0,0,1,3,4,6,3,4,10,0,1,8,11,1,1,1,3,1,0
313,1,0,1,1,0,0,0,0,1,0,11,9,4,5,4,0,1,7,15,1,1,1,3,2,0
314,1,0,1,1,0,0,0,0,1,8,8,12,3,5,4,0,1,7,15,1,1,1,3,2,0
316,1,1,1,1,0,0,0,0,1,0,15,15,3,5,8,0,2,7,16,1,1,1,3,2,0
317,1,0,1,1,0,0,0,0,1,3,0,8,2,4,13,0,1,8,12,1,1,1,3,1,0
318,2,0,1,1,0,0,0,0,1,3,5,7,3,5,13,0,2,11,12,1,1,3,3,3,0
319,2,0,1,1,0,0,0,0,1,2,0,11,3,5,3,0,2,11,13,1,1,4,.,.,0
322,3,1,1,1,0,0,0,0,1,0,8,13,4,5,13,0,2,6,16,1,1,1,6,2,0
325,3,1,1,1,0,0,0,0,1,0,4,15,4,5,10,0,2,6,15,1,1,1,6,3,0
333,1,0,1,0,1,0,0,0,0,0,2,17,4,4,13,0,2,7,15,1,1,1,4,.,0
336,1,0,1,1,0,0,0,0,0,2,28,12,4,5,4,0,2,7,15,1,1,1,3,2,0
337,1,1,1,1,0,0,0,0,0,0,5,30,5,5,.,0,3,7,17,1,1,1,4,3,0
339,1,1,1,1,0,0,0,0,0,2,18,6,2,4,26,0,3,7,16,1,1,1,3,3,0
340,1,0,1,1,0,0,0,0,0,3,6,30,3,4,26,0,2,8,15,1,1,1,5,4,0
341,2,1,1,1,0,0,0,0,0,0,2,7,2,5,4,0,1,11,10,1,1,2,3,3,0
343,2,1,1,1,0,0,0,0,0,0,10,6,2,5,26,0,2,11,11,1,1,2,4,3,0
346,2,1,1,1,0,0,0,0,0,0,2,11,2,4,19,0,2,11,10,1,.,.,4,3,0
348,3,1,1,0,1,0,0,0,0,0,3,11,3,4,13,0,2,11,11,1,1,1,3,2,0
350,3,1,1,1,0,0,0,0,0,0,8,9,4,5,13,0,2,6,16,1,1,1,5,.,0
351,3,1,1,1,0,0,0,0,0,1,2,28,3,4,.,.,2,6,16,1,1,1,4,3,0
352,3,1,1,0,0,1,0,0,0,0,0,19,4,5,8,0,2,10,12,1,1,1,2,2,0
353,3,1,1,1,0,0,0,0,0,0,8,23,3,4,13,0,2,6,16,1,1,1,5,3,0
355,4,0,1,0,1,0,0,0,0,0,2,17,3,5,26,0,1,11,12,1,1,1,2,2,0
359,1,1,1,1,0,0,0,0,0,1,0,22,4,4,26,0,2,7,15,1,1,1,3,3,0
360,1,0,1,1,0,0,0,0,0,0,3,25,2,4,13,0,2,7,15,1,1,1,3,3,0
361,1,0,1,1,0,0,0,0,0,0,6,13,5,4,26,0,2,7,16,1,1,1,3,3,0
362,2,0,1,1,0,0,0,0,0,0,6,13,.,4,13,1,2,11,13,1,1,2,5,3,0
363,2,0,1,1,0,0,0,0,0,2,0,25,3,4,18,0,2,11,13,1,1,2,4,3,0
364,2,0,1,1,0,0,0,0,0,3,4,20,3,4,13,0,2,11,12,1,1,2,4,4,0
366,3,0,1,1,0,0,0,0,0,3,2,17,3,5,13,0,2,11,12,1,1,1,5,4,0
368,4,0,1,1,0,0,0,0,0,1,0,20,3,4,13,0,3,11,13,1,1,1,2,1,0
369,1,1,1,0,0,1,0,0,0,1,0,15,4,4,18,0,2,7,15,1,1,1,3,2,0
370,1,0,1,0,0,1,0,0,0,0,20,12,3,5,18,0,3,7,16,1,1,1,3,2,0
376,1,0,1,0,0,1,0,0,0,3,4,10,4,5,13,0,2,8,14,1,1,1,8,4,0
377,1,0,1,0,0,1,0,0,0,3,12,6,3,4,26,0,2,8,14,1,1,1,3,2,0
379,1,0,1,0,0,1,0,0,0,0,20,12,4,5,26,0,3,7,16,1,1,1,3,2,0
380,1,0,1,0,0,1,0,0,0,0,10,15,3,5,52,0,3,7,16,1,1,1,3,2,0
383,1,0,1,0,0,1,0,0,0,3,6,4,2,5,26,0,1,7,16,1,1,1,2,2,0
384,1,0,1,0,0,1,0,0,0,3,.,.,3,5,26,0,2,7,16,1,1,1,3,2,0
385,1,0,1,0,0,1,0,0,0,2,16,14,3,4,.,0,1,7,17,.,.,.,3,2,0
386,1,0,1,0,0,1,0,0,0,0,0,19,3,4,39,0,1,7,17,1,1,1,3,2,0
391,2,0,1,0,0,1,0,0,0,3,15,5,2,4,6,0,2,11,10,1,1,3,3,3,0
393,2,1,1,0,0,1,0,0,0,4,4,10,3,5,2,0,2,11,11,1,1,3,3,2,0
396,3,1,1,0,0,1,0,0,0,1,24,16,4,5,9,0,2,6,17,1,1,2,5,3,0
397,3,1,1,0,0,1,0,0,0,2,4,28,3,4,52,1,2,6,17,1,1,1,4,3,0
398,3,1,1,0,0,1,0,0,0,1,14,13,4,5,13,0,2,6,17,1,1,1,5,4,0
399,3,1,1,0,0,1,0,0,0,0,13,8,3,5,18,0,2,6,17,1,1,1,7,3,0
400,3,1,1,0,0,1,0,0,0,0,16,15,3,5,39,1,3,6,17,1,1,1,5,5,0
401,3,0,1,0,0,1,0,0,0,0,8,6,4,4,13,0,2,7,16,1,1,1,6,4,0
402,3,1,1,0,0,1,0,0,0,2,11,10,3,5,26,0,2,6,16,1,1,1,4,2,0
405,3,1,1,0,0,1,0,0,0,3,6,17,3,4,26,0,2,6,17,1,1,1,7,4,0
410,1,0,1,0,0,1,0,0,0,0,0,35,3,4,26,0,3,7,16,1,1,1,4,3,0
411,1,0,1,0,0,1,0,0,0,1,0,36,3,5,26,0,2,7,16,1,1,1,5,4,0
412,2,0,1,0,1,0,0,0,0,0,0,17,2,5,.,0,1,11,11,1,1,2,5,2,0
413,1,0,1,0,0,1,0,0,0,0,0,36,5,4,9,1,1,6,17,1,1,1,4,3,0
414,1,0,1,0,0,1,0,0,0,0,0,36,5,4,26,.,1,7,16,1,1,1,4,2,0
415,1,0,1,0,0,1,0,0,0,0,8,32,5,4,9,.,2,7,16,1,1,1,5,3,0
417,1,1,1,0,0,1,0,0,0,0,4,28,3,4,13,0,2,7,16,1,1,1,4,4,0
418,1,0,1,0,0,1,0,0,0,2,30,15,4,4,26,0,2,8,15,1,1,1,4,3,0
419,2,1,1,0,0,1,0,0,0,4,3,10,4,4,.,1,2,11,11,1,1,2,4,4,0
421,2,1,1,0,0,1,0,0,0,3,20,10,8,5,4,0,2,11,13,1,1,2,4,2,0
422,2,0,1,0,0,1,0,0,0,2,0,7,3,5,.,0,2,10,11,1,1,2,4,2,0
423,2,1,1,0,0,1,0,0,0,3,2,10,2,5,13,1,1,11,12,1,1,2,3,2,0
424,2,1,1,0,0,1,0,0,0,0,4,7,3,5,13,0,1,11,11,1,1,2,5,3,0
426,3,1,1,0,0,1,0,0,0,0,3,33,5,4,26,0,2,5,19,1,1,1,5,3,0
427,4,0,1,0,0,1,0,0,0,3,7,8,3,5,13,0,2,11,13,1,1,2,2,2,0
428,4,0,1,0,0,1,0,0,0,2,0,33,3,5,13,0,2,11,13,1,1,1,2,2,0
46,1,0,0,0,0,0,1,0,0,1,4,35,3,4,26,0,2,7,17,1,.,1,4,4,1
49,2,0,0,0,0,0,1,0,0,.,0,15,4,4,13,0,2,10,13,1,1,2,4,4,1
506,2,1,0,0,0,0,1,0,0,.,3,7,4,5,19,0,1,11,11,1,1,2,4,3,1
56,4,1,0,0,0,0,1,0,0,.,0,36,2,5,26,0,2,10,12,1,1,1,2,2,1
61,4,1,0,0,0,0,1,0,0,.,28,3,6,5,13,0,2,10,12,1,1,1,2,2,1
62,4,1,0,0,0,0,1,0,0,.,.,.,.,.,26,.,2,10,12,.,1,2,3,3,1
445,1,0,0,0,0,0,0,1,0,.,15,18,5,5,26,0,2,6,18,1,1,1,3,3,1
451,1,0,0,0,0,0,0,1,0,2,26,9,6,5,26,0,2,0,24,1,1,1,6,3,1
455,2,1,0,0,0,0,0,1,0,.,3,12,2,5,13,0,2,11,11,1,1,2,4,3,1
458,2,1,0,0,0,0,1,0,0,1,2,9,2,5,13,0,1,11,11,1,1,2,4,3,1
462,3,1,0,0,0,0,0,1,0,1,1,25,4,5,13,0,2,9,12,1,1,1,6,3,1
468,1,0,0,0,0,0,0,1,0,.,9,32,4,5,26,0,2,6,18,1,1,1,4,3,1
469,1,0,0,0,0,0,0,1,0,1,7,39,4,5,41,0,2,6,18,1,1,1,3,3,1
470,1,0,0,0,0,0,0,1,0,2,18,10,3,5,13,0,2,6,18,1,1,1,3,2,1
474,1,0,0,0,0,0,0,1,0,1,5,20,3,5,.,0,2,9,13,1,1,1,3,2,1
481,2,1,0,0,0,0,0,1,0,2,15,4,3,5,26,0,2,11,11,1,1,3,3,3,1
483,2,1,0,0,0,0,0,1,0,.,4,13,3,5,13,0,1,11,11,1,1,2,4,3,1
487,3,1,0,0,0,0,0,1,0,.,6,20,3,5,26,0,2,11,11,1,1,1,6,1,1
488,3,0,0,0,0,0,0,1,0,.,5,15,3,5,26,0,2,7,15,1,1,1,5,3,1
489,3,0,0,0,0,0,0,1,0,2,2,19,3,4,26,0,2,10,12,1,1,1,6,3,1
490,3,1,0,0,0,0,0,1,0,1,2,18,3,5,26,0,2,6,16,1,1,1,5,3,1
493,3,1,0,0,0,0,1,0,0,.,0,30,4,5,13,0,2,6,16,1,1,1,3,3,1
495,3,0,0,0,0,0,0,1,0,.,8,20,3,5,26,0,2,6,16,1,1,1,5,3,1
496,3,1,0,0,0,0,0,1,0,.,10,10,3,5,19,0,2,6,16,1,1,1,.,.,1
499,4,1,0,0,0,0,0,1,0,1,0,31,5,5,26,0,2,10,12,1,1,1,2,2,1
509,3,1,0,0,0,0,0,1,0,.,6,10,3,4,26,0,2,7,16,1,1,1,3,2,1
515,3,1,0,0,0,0,0,1,0,.,5,19,3,5,13,0,2,6,16,1,1,1,5,4,1
37,1,0,0,0,0,0,1,0,0,.,6,25,7,4,52,0,2,7,17,1,1,1,6,3,1
39,1,0,0,0,0,0,1,0,0,.,5,15,3,.,.,.,2,7,17,1,.,1,4,2,1
40,1,0,0,0,0,0,1,0,0,.,7,25,6,4,8,0,2,7,18,1,1,1,3,2,1
41,1,0,0,0,0,0,1,0,0,2,0,42,6,4,.,.,2,7,18,1,1,1,3,2,1
42,1,0,0,0,0,0,1,0,0,1,0,22,5,4,26,0,2,7,17,1,.,.,3,2,1
45,1,0,0,0,0,0,1,0,0,.,11,12,2,4,26,0,3,7,18,1,1,1,3,3,1
47,1,0,0,0,0,0,1,0,0,.,0,45,2,4,.,.,2,6,18,1,1,1,3,.,1
48,1,0,0,0,0,0,1,0,0,.,8,25,5,4,13,0,3,7,14,1,1,1,4,3,1
50,2,0,0,0,0,0,1,0,0,.,4,20,3,5,13,0,2,10,13,1,1,2,4,3,1
51,2,0,0,0,0,0,1,0,0,2,6,15,3,4,.,.,2,10,13,1,1,2,5,3,1
57,4,1,0,0,0,0,1,0,0,1,7,18,4,5,26,0,2,10,12,1,1,1,2,2,1
58,4,1,0,0,0,0,1,0,0,2,0,28,4,5,26,0,2,10,12,1,1,1,2,2,1
59,4,0,0,0,0,0,1,0,0,1,0,16,4,4,26,0,1,8,11,1,1,1,2,2,1
60,4,0,0,0,0,0,1,0,0,2,10,20,5,4,4,0,1,10,12,1,1,1,2,2,1
408,2,1,0,0,0,0,0,1,0,.,1,14,3,4,4,0,1,11,11,1,1,3,4,3,1
430,1,0,0,0,0,0,1,0,0,.,0,48,3,4,26,0,2,7,16,1,1,1,3,3,1
432,1,0,0,0,0,0,1,0,0,1,25,10,4,5,26,0,2,7,16,1,1,1,3,1,1
433,1,0,0,0,0,0,1,0,0,6,0,42,4,.,.,.,2,7,16,1,1,1,3,3,1
434,1,0,0,0,0,0,1,0,0,.,19,29,4,4,.,.,2,7,16,1,1,1,3,3,1
435,1,0,0,0,0,0,1,0,0,.,0,32,5,4,6,0,2,7,16,1,1,1,3,2,1
438,2,0,0,0,0,0,1,0,0,.,2,9,3,4,52,0,2,11,9,1,1,2,2,1,1
440,4,0,0,0,0,0,1,0,0,.,0,30,3,.,.,.,2,11,12,1,1,2,2,2,1
441,4,0,0,0,0,0,1,0,0,.,0,30,3,4,4,0,2,11,12,1,1,2,2,2,1
443,4,0,0,0,0,0,1,0,0,.,5,20,4,4,17,0,2,11,12,1,1,2,2,2,1
444,4,0,0,0,0,0,1,0,0,.,10,35,4,5,4,0,2,11,12,1,.,1,2,2,1
446,1,0,0,0,0,0,0,1,0,.,7,24,4,5,4,0,2,6,18,1,1,1,4,3,1
448,1,0,0,0,0,0,0,1,0,1,8,27,3,5,13,0,2,6,18,1,1,1,3,3,1
449,1,0,0,0,0,0,0,1,0,.,15,15,5,5,52,0,2,6,18,1,1,1,3,3,1
450,1,0,0,0,0,0,0,1,0,2,28,8,3,5,13,0,2,6,18,1,1,1,3,3,1
454,2,1,0,0,0,0,0,1,0,.,0,18,5,5,13,0,1,11,11,1,1,3,4,3,1
459,3,1,0,0,0,0,0,1,0,1,0,20,5,4,28,0,2,7,15,1,1,1,4,2,1
466,4,0,0,0,0,0,0,1,0,5,14,12,3,.,52,.,1,11,12,1,.,.,2,2,1
471,1,0,0,0,0,0,0,1,0,.,12,23,3,4,26,0,2,6,18,1,1,1,3,1,1
472,1,0,0,0,0,0,0,1,0,.,8,25,3,5,13,0,2,6,17,1,1,1,3,3,1
473,1,0,0,0,0,0,0,1,0,1,26,15,2,5,19,0,2,6,17,1,1,1,3,3,1
475,1,0,0,0,0,0,0,1,0,.,10,16,3,5,26,0,1,7,15,1,1,1,3,3,1
476,1,0,0,0,0,0,1,0,0,1,5,30,3,5,52,0,2,6,18,1,1,1,3,3,1
477,1,0,0,0,0,0,0,1,0,.,6,20,4,6,26,1,2,6,17,1,1,1,3,3,1
478,1,0,0,0,0,0,1,0,0,1,8,30,4,4,13,0,2,6,18,1,1,1,3,2,1
485,2,1,0,0,0,0,0,1,0,.,4,12,3,5,19,.,2,11,11,1,1,2,4,3,1
491,3,0,0,0,0,0,0,1,0,3,0,0,0,.,.,.,.,.,.,.,.,.,.,.,1
492,3,1,0,0,0,0,0,1,0,.,4,15,2,5,19,0,2,9,13,1,1,1,2,1,1
497,4,1,0,0,0,0,0,1,0,.,.,.,5,.,.,.,2,10,12,1,1,1,2,2,1
498,4,1,0,0,0,0,0,1,0,2,21,6,3,5,26,.,2,10,12,1,1,1,2,2,1
501,1,0,0,0,0,0,0,1,0,2,30,15,6,5,4,0,1,6,18,1,1,1,3,3,1
503,1,0,0,0,0,0,0,1,0,.,35,7,3,5,13,0,2,6,18,1,1,1,3,3,1
510,3,1,0,0,0,0,0,1,0,2,3,18,3,.,13,.,2,7,15,1,1,.,5,3,1
511,3,1,0,0,0,0,0,1,0,.,3,13,3,5,.,.,2,7,15,1,1,1,6,2,1
514,3,0,0,0,0,0,0,1,0,1,23,16,3,4,10,0,2,6,16,1,1,1,6,4,1
516,3,1,0,0,0,0,0,1,0,.,2,12,2,5,14,0,2,8,14,1,1,1,5,3,1
521,1,0,0,0,0,0,1,0,0,.,0,12,8,4,13,0,2,7,16,0,1,1,4,2,1
522,1,0,0,0,0,0,1,0,0,.,3,23,3,4,26,0,3,7,16,1,1,1,3,3,1
113,1,0,1,0,1,0,0,0,0,.,2,40,5,5,26,0,2,7,16,1,1,1,3,2,1
123,1,0,1,0,1,0,0,0,0,.,5,25,4,5,26,0,3,8,14,1,1,1,3,2,1
135,3,0,1,0,1,0,0,0,0,.,8,24,3,5,.,0,2,10,12,1,1,1,5,3,1
138,3,1,1,0,0,1,0,0,0,.,2,33,3,5,26,0,2,10,12,1,1,1,6,4,1
153,1,0,1,0,0,1,0,0,0,.,27,10,3,5,26,0,2,7,17,1,1,1,3,2,1
181,2,0,1,0,0,1,0,0,0,.,1,15,2,5,.,0,1,11,11,1,1,2,3,2,1
191,4,0,1,0,0,1,0,0,0,1,0,25,4,5,6,0,2,11,12,1,1,1,2,2,1
231,1,0,1,0,0,1,0,0,0,.,16,6,4,5,4,0,1,7,16,1,1,1,3,1,1
236,1,0,1,0,0,1,0,0,0,2,23,22,4,5,8,0,1,7,18,1,1,1,4,3,1
254,4,0,1,1,0,0,0,0,1,1,28,10,3,5,8,0,1,7,15,1,1,1,2,2,1
255,4,0,1,1,0,0,0,0,0,.,8,12,2,.,52,0,1,7,14,1,1,2,2,2,1
294,1,0,1,0,0,1,0,0,0,.,0,35,3,5,26,0,2,7,16,1,1,1,3,2,1
306,3,1,1,0,0,1,0,0,0,1,6,20,3,5,26,0,2,6,18,1,1,1,.,2,1
311,4,0,1,0,0,1,0,0,0,.,35,30,3,5,.,0,2,11,12,1,1,1,2,2,1
315,1,0,1,1,0,0,0,0,0,.,5,20,2,5,8,0,2,7,16,1,1,1,3,2,1
335,1,1,1,1,0,0,0,0,0,3,7,13,3,5,26,0,1,6,17,1,1,1,5,2,1
372,1,1,1,0,0,1,0,0,0,1,30,20,5,5,8,0,2,7,19,1,1,1,4,3,1
6,3,1,1,0,1,0,0,0,0,1,5,2,2,5,13,0,1,10,8,1,1,2,4,2,1
14,2,0,1,0,1,0,0,0,0,.,4,17,3,5,13,0,2,11,11,1,1,3,6,3,1
26,1,0,1,0,0,1,0,0,0,2,10,20,4,5,.,.,2,7,16,1,1,1,5,4,1
27,2,1,1,0,1,0,0,0,0,.,0,7,4,5,26,0,1,11,10,1,1,3,4,3,1
30,2,0,1,0,0,1,0,0,0,.,4,3,2,5,19,0,1,11,10,1,1,3,2,2,1
31,2,0,1,0,1,0,0,0,0,3,6,15,5,5,26,0,1,11,13,1,1,3,4,4,1
33,3,0,1,0,0,1,0,0,0,.,6,11,5,5,.,0,2,6,17,1,1,1,4,2,1
36,4,0,1,0,1,0,0,0,0,.,10,35,6,5,26,0,2,11,13,1,1,1,2,2,1
77,3,0,1,0,0,1,0,0,0,4,4,60,3,5,52,0,2,6,19,1,1,1,6,2,1
78,3,1,1,0,0,1,0,0,0,.,10,12,2,5,26,0,2,7,16,1,1,1,5,3,1
81,4,0,1,0,0,1,0,0,0,3,0,45,4,5,.,.,2,11,12,1,1,2,2,1,1
82,4,0,1,0,0,1,0,0,0,.,25,8,4,5,13,0,2,11,14,1,1,1,2,2,1
83,4,0,1,0,0,1,0,0,0,2,.,.,4,5,26,1,2,10,14,1,1,1,2,2,1
85,1,0,1,0,1,0,0,0,1,.,0,35,3,5,26,0,1,9,13,1,1,1,5,1,1
89,1,1,1,0,1,0,0,0,0,.,6,25,6,6,4,1,2,7,16,1,1,1,3,3,1
94,2,0,1,0,1,0,0,0,0,.,2,20,4,5,52,0,1,11,10,1,1,3,3,.,1
103,4,0,1,0,0,1,0,0,0,2,.,.,2,5,13,.,2,11,13,1,1,1,2,2,1
112,4,0,1,0,0,1,0,0,0,9,5,25,6,5,28,0,2,11,13,1,1,2,.,.,1
128,2,1,1,0,1,0,0,0,0,1,3,16,2,5,26,0,1,11,11,1,1,2,3,2,1
129,3,0,1,0,1,0,0,0,0,.,7,18,4,5,52,0,2,6,16,1,1,1,4,3,1
131,3,0,1,0,1,0,0,0,0,2,8,22,3,5,.,.,2,7,15,1,1,1,5,4,1
139,4,0,1,0,1,0,0,0,0,.,11,25,5,6,19,0,2,11,12,.,.,.,.,.,1
143,4,0,1,0,1,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
144,4,0,1,0,1,0,0,0,0,1,4,37,3,5,26,0,2,11,13,1,1,1,2,2,1
145,1,0,1,0,0,1,0,0,0,.,10,8,4,5,26,0,2,7,16,1,1,1,3,2,1
147,1,0,1,0,0,1,0,0,0,1,6,0,3,5,13,0,2,7,14,1,1,1,2,2,1
